FCD/Test,0.3050867984788681
FCD/TestSF,0.8149295764662554
Filters,0.9730128299660817
Frag/Test,0.9984810793622062
Frag/TestSF,0.9972141461699265
IntDiv,0.8559385865133942
IntDiv2,0.8499985477982762
NP,0.03860478096576181
Novelty,0.9504626704819948
QED,2.91686758574633e-05
SA,0.014559951672589944
SNN/Test,0.5366442780757685
SNN/TestSF,0.5133163354870071
Scaf/Test,0.8880001386496247
Scaf/TestSF,0.11643414395827967
logP,0.0068394647484029125
unique@1000,1.0
unique@10000,0.9972
valid,0.8979078389830508
weight,35.773830991724935
